1,2025-04-24 10:04:19,Closed,"Chennai, Tamil Nadu, IN"
2,2025-04-24 10:04:23,Closed,"Chennai, Tamil Nadu, IN"
3,2025-04-24 10:04:36,Closed,"Chennai, Tamil Nadu, IN"
1,2025-04-24 10:07:20,Closed,"Chennai, Tamil Nadu, IN"
2,2025-04-24 10:07:49,Closed,"Chennai, Tamil Nadu, IN"
1,2025-04-24 10:08:33,Closed,"Chennai, Tamil Nadu, IN"
2,2025-04-24 10:09:17,Closed,"Chennai, Tamil Nadu, IN"
1,2025-04-24 10:28:12,Closed,"Chennai, Tamil Nadu, IN"
